1	17

1	28

4	17

4	17

6	17

6	28

8	17

9	17

9	17

10	17

10	28

11	17

12	17

12	17

12	17

12	17

13	17

13	17

13	17

13	17

13	28

13	28

13	28

13	28

13	32

13	33

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	17

14	19

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	17

15	31

15	32

15	33

16	17

16	17

16	17

16	17

16	17

16	17

16	17

16	17

16	17

16	17

16	23

16	28

16	28

16	28

16	28

16	32

16	32

16	33

16	42

17	17

17	18

17	18

17	18

17	19

17	19

17	23

17	23

17	28

17	42

18	18

18	18

18	18

18	19

18	19

18	19

18	19

18	19

18	19

18	19

18	19

18	19

18	27

18	28

18	28

19	20

19	20

19	20

19	20

19	20

19	20

20	20

20	20

20	21

20	21

20	21

20	21

20	22

20	24

20	28

20	28

20	28

20	28

20	28

21	22

21	22

21	22

21	22

21	22

21	22

21	22

21	22

21	22

21	23

21	23

22	22

22	22

22	22

22	23

22	23

22	23

22	23

22	23

22	23

22	23

22	23

22	23

22	23

22	23

22	23

22	24

22	24

22	25

22	25

22	25

22	28

22	28

22	28

22	28

22	28

22	28

22	32

22	35

23	23

23	23

23	23

23	23

23	23

23	23

23	23

23	24

23	24

23	24

23	24

23	24

23	24

23	25

23	25

23	25

23	25

23	25

23	25

23	25

23	25

23	25

23	25

23	25

23	25

23	25

23	42

24	25

24	25

24	25

24	25

24	25

24	25

24	25

24	25

24	25

24	25

24	25

24	25

24	26

24	26

24	26

24	26

24	27

24	27

24	28

24	28

24	28

24	28

24	28

24	28

24	28

24	32

24	33

25	25

25	25

25	25

25	25

25	25

25	25

25	25

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	26

25	27

25	28

25	28

25	29

25	30

25	30

25	32

25	33

25	33

25	26

26	26

26	26

26	26

26	26

26	27

26	27

26	27

26	27

26	27

26	27

26	27

26	27

26	27

26	27

26	27

26	27

26	28

26	28

26	28

26	28

26	28

26	28

26	28

26	28

26	28

26	29

26	29

26	29

26	30

26	30

26	33

26	33

26	33

27	27

27	27

27	27

27	27

27	27

27	27

27	27

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	28

27	29

27	29

27	29

27	30

27	30

27	30

27	30

27	32

27	32

27	42

27	42

27	42

28	28

28	28

28	28

28	28

28	28

28	28

28	28

28	28

28	28

28	29

28	29

28	29

28	29

28	29

28	29

28	29

28	29

28	30

28	30

28	30

28	30

28	30

28	30

28	30

28	34

28	42

28	42

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	29

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	30

29	33

29	33

29	33

29	33

29	33

29	33

29	33

29	42

29	42

30	30

30	30

30	30

30	30

30	30

30	30

30	30

30	30

30	30

30	30

30	30

30	30

30	31

30	31

30	31

30	31

30	31

30	31

30	31

30	31

30	32

30	32

30	32

30	32

30	32

30	35

31	31

31	31

31	31

31	31

31	31

31	31

31	31

31	31

31	31

31	31

31	31

31	32

31	32

31	32

31	32

31	32

31	32

31	32

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	33

31	34

31	34

31	34

31	34

31	34

31	35

31	35

31	35

31	35

31	35

31	42

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	33

32	35

32	35

32	35

32	35

32	35

32	35

32	35
